"","Sex","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight"
"1590","M",0.535,0.435,0.155,0.8915,0.3415,0.177,0.25
"1591","M",0.515,0.42,0.14,0.769,0.2505,0.154,0.29
"1592","F",0.505,0.385,0.135,0.6185,0.251,0.1175,0.2
"1593","F",0.505,0.395,0.145,0.6515,0.2695,0.153,0.205
"1594","M",0.49,0.395,0.135,0.5545,0.213,0.0925,0.215
"1595","M",0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22
"1596","F",0.665,0.535,0.19,1.496,0.5775,0.2815,0.475
"1597","F",0.415,0.305,0.105,0.3605,0.12,0.082,0.1
"1598","M",0.43,0.345,0.115,0.3045,0.0925,0.055,0.12
"1599","M",0.475,0.395,0.135,0.592,0.2465,0.1645,0.2
"1600","F",0.525,0.425,0.145,0.7995,0.3345,0.209,0.24
"1601","M",0.59,0.46,0.155,0.906,0.327,0.1485,0.335
"1602","F",0.515,0.42,0.135,0.6295,0.2815,0.127,0.215
"1603","M",0.695,0.55,0.22,1.5515,0.566,0.3835,0.445
"1604","F",0.8,0.63,0.195,2.526,0.933,0.59,0.62
"1605","M",0.61,0.49,0.15,1.103,0.425,0.2025,0.36
"1606","F",0.565,0.48,0.175,0.957,0.3885,0.215,0.275
"1607","M",0.56,0.455,0.165,0.86,0.4015,0.1695,0.245
"1608","M",0.655,0.485,0.195,1.62,0.6275,0.358,0.485
"1609","M",0.64,0.52,0.2,1.407,0.566,0.304,0.455
"1610","F",0.59,0.47,0.17,0.9,0.355,0.1905,0.25
"1611","M",0.67,0.55,0.17,1.247,0.472,0.2455,0.4
"1612","F",0.71,0.565,0.195,1.7265,0.638,0.3365,0.565
"1613","F",0.56,0.43,0.125,0.8025,0.313,0.1715,0.263
"1614","M",0.505,0.4,0.13,0.764,0.3035,0.189,0.2175
"1615","M",0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515
"1616","F",0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149
"1617","F",0.515,0.435,0.17,0.631,0.2765,0.111,0.216
"1618","M",0.59,0.475,0.16,0.9455,0.3815,0.184,0.27
"1619","M",0.7,0.53,0.19,1.3185,0.548,0.233,0.42
"1620","F",0.72,0.56,0.175,1.7265,0.637,0.3415,0.525
"1621","M",0.635,0.495,0.15,1.081,0.4825,0.242,0.31
"1622","M",0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28
"1623","M",0.575,0.47,0.15,1.1415,0.4515,0.204,0.4
"1624","M",0.585,0.455,0.125,1.027,0.391,0.212,0.25
"1625","F",0.61,0.485,0.21,1.3445,0.535,0.2205,0.515
"1626","F",0.645,0.525,0.2,1.449,0.601,0.2565,0.505
"1627","F",0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265
"1628","M",0.55,0.45,0.155,0.7895,0.343,0.159,0.25
"1629","F",0.66,0.525,0.205,1.3665,0.5005,0.291,0.41
"1630","M",0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305
"1631","F",0.6,0.47,0.2,1.031,0.392,0.2035,0.29
"1632","F",0.63,0.505,0.165,1.065,0.4595,0.216,0.315
"1633","M",0.695,0.57,0.23,1.885,0.8665,0.435,0.5
"1634","M",0.65,0.545,0.16,1.2425,0.487,0.296,0.48
"1635","F",0.72,0.595,0.225,1.969,0.8045,0.423,0.66
"1636","M",0.18,0.125,0.05,0.023,0.0085,0.0055,0.01
"1637","F",0.405,0.325,0.11,0.3575,0.145,0.0725,0.11
"1638","F",0.5,0.405,0.15,0.5965,0.253,0.126,0.185
"1639","M",0.34,0.275,0.09,0.2065,0.0725,0.043,0.07
"1640","F",0.43,0.34,0.11,0.382,0.154,0.0955,0.109
"1641","F",0.36,0.265,0.09,0.2165,0.096,0.037,0.0735
"1642","M",0.175,0.135,0.04,0.0305,0.011,0.0075,0.01
"1643","M",0.155,0.115,0.025,0.024,0.009,0.005,0.0075
"1644","F",0.525,0.39,0.135,0.6005,0.2265,0.131,0.21
"1645","F",0.44,0.345,0.105,0.4285,0.165,0.083,0.132
"1646","F",0.45,0.345,0.115,0.496,0.1905,0.117,0.14
"1647","F",0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177
"1648","M",0.42,0.34,0.125,0.4495,0.165,0.1125,0.144
"1649","F",0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335
"1650","M",0.37,0.29,0.09,0.241,0.11,0.045,0.069
"1651","M",0.33,0.25,0.09,0.197,0.085,0.041,0.0605
"1652","F",0.53,0.43,0.17,0.775,0.35,0.152,0.235
"1653","F",0.585,0.415,0.155,0.6985,0.3,0.146,0.195
"1654","M",0.29,0.225,0.08,0.1295,0.0535,0.026,0.045
"1655","F",0.58,0.46,0.185,1.017,0.3515,0.2,0.32
"1656","F",0.64,0.5,0.15,1.0705,0.371,0.2705,0.36
"1657","F",0.505,0.375,0.115,0.5895,0.2635,0.12,0.167
"1658","M",0.31,0.245,0.095,0.15,0.0525,0.034,0.048
"1659","F",0.505,0.38,0.145,0.651,0.2935,0.19,0.17
"1660","M",0.4,0.315,0.105,0.287,0.1135,0.037,0.113
"1661","M",0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13
"1662","M",0.31,0.235,0.06,0.12,0.0415,0.033,0.04
"1663","F",0.465,0.35,0.13,0.494,0.1945,0.103,0.155
"1664","F",0.465,0.36,0.12,0.4765,0.192,0.1125,0.16
"1665","M",0.35,0.255,0.085,0.2145,0.1,0.0465,0.06
"1666","F",0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475
"1667","F",0.41,0.315,0.11,0.321,0.1255,0.0655,0.095
"1668","M",0.26,0.2,0.065,0.096,0.044,0.027,0.03
"1669","M",0.26,0.19,0.075,0.0945,0.0445,0.02,0.03
"1670","F",0.53,0.385,0.125,0.6695,0.289,0.151,0.18
"1671","M",0.34,0.255,0.095,0.213,0.081,0.034,0.07
"1672","F",0.635,0.5,0.18,1.312,0.529,0.2485,0.485
"1673","F",0.61,0.485,0.165,1.087,0.4255,0.232,0.38
"1674","F",0.66,0.515,0.18,1.523,0.54,0.3365,0.555
"1675","F",0.465,0.38,0.135,0.579,0.208,0.1095,0.22
"1676","M",0.515,0.4,0.16,0.8175,0.2515,0.156,0.3
"1677","F",0.515,0.4,0.17,0.796,0.258,0.1755,0.28
"1678","F",0.345,0.255,0.1,0.197,0.071,0.051,0.06
"1679","M",0.465,0.355,0.125,0.5255,0.2025,0.135,0.145
"1680","M",0.54,0.415,0.17,0.879,0.339,0.208,0.255
"1681","M",0.475,0.355,0.125,0.4625,0.186,0.107,0.145
"1682","F",0.445,0.335,0.14,0.4565,0.1785,0.114,0.14
"1683","M",0.5,0.355,0.14,0.528,0.2125,0.149,0.14
"1684","M",0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18
"1685","F",0.55,0.435,0.17,0.884,0.2875,0.1645,0.28
"1686","F",0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06
"1687","F",0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835
"1688","F",0.42,0.33,0.125,0.463,0.186,0.11,0.145
"1689","M",0.35,0.26,0.09,0.198,0.0725,0.056,0.06
"1690","M",0.395,0.305,0.105,0.282,0.0975,0.065,0.096
"1691","F",0.585,0.47,0.17,1.099,0.3975,0.2325,0.358
"1692","M",0.445,0.35,0.14,0.5905,0.2025,0.158,0.19
"1693","F",0.5,0.385,0.13,0.768,0.2625,0.095,0.27
"1694","M",0.44,0.325,0.08,0.413,0.144,0.1015,0.13
"1695","M",0.515,0.405,0.14,0.8505,0.312,0.146,0.315
"1696","F",0.52,0.405,0.14,0.6915,0.276,0.137,0.215
"1697","M",0.5,0.39,0.13,0.709,0.275,0.168,0.18
"1698","M",0.425,0.325,0.12,0.3755,0.142,0.1065,0.105
"1699","M",0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235
"1700","F",0.37,0.275,0.08,0.227,0.093,0.0625,0.07
"1701","M",0.54,0.415,0.13,0.8245,0.272,0.226,0.24
"1702","M",0.615,0.475,0.17,1.1825,0.474,0.2895,0.24
"1703","M",0.565,0.44,0.175,1.122,0.393,0.2,0.375
"1704","M",0.645,0.515,0.175,1.6115,0.6745,0.384,0.385
"1705","F",0.615,0.47,0.175,1.2985,0.5135,0.343,0.32
"1706","M",0.605,0.49,0.145,1.3,0.517,0.3285,0.31
"1707","F",0.59,0.455,0.165,1.161,0.38,0.2455,0.28
"1708","M",0.645,0.485,0.155,1.489,0.5915,0.312,0.38
"1709","M",0.57,0.42,0.155,1.008,0.377,0.193,0.34
"1710","F",0.47,0.355,0.18,0.441,0.1525,0.1165,0.135
"1711","F",0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115
"1712","F",0.52,0.425,0.145,0.7,0.207,0.1905,0.24
"1713","M",0.39,0.285,0.095,0.271,0.11,0.06,0.08
"1714","M",0.52,0.4,0.165,0.8565,0.2745,0.201,0.21
"1715","F",0.54,0.415,0.175,0.8975,0.275,0.241,0.275
"1716","M",0.46,0.36,0.135,0.6105,0.1955,0.107,0.235
"1717","F",0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515
"1718","F",0.63,0.51,0.185,1.235,0.5115,0.349,0.3065
"1719","M",0.5,0.385,0.145,0.7615,0.246,0.195,0.204
"1720","M",0.49,0.39,0.135,0.592,0.242,0.096,0.1835
"1721","M",0.44,0.325,0.115,0.39,0.163,0.087,0.113
"1722","F",0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205
"1723","F",0.475,0.38,0.145,0.57,0.167,0.118,0.187
"1724","M",0.4,0.305,0.13,0.2935,0.096,0.0675,0.105
"1725","M",0.45,0.36,0.16,0.567,0.174,0.1245,0.225
"1726","F",0.52,0.4,0.13,0.6245,0.215,0.2065,0.17
"1727","M",0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285
"1728","M",0.495,0.4,0.14,0.7775,0.2015,0.18,0.25
"1729","M",0.54,0.41,0.145,0.989,0.2815,0.213,0.355
"1730","F",0.48,0.39,0.125,0.6905,0.219,0.155,0.2
"1731","F",0.33,0.26,0.08,0.2,0.0625,0.05,0.07
"1732","M",0.465,0.375,0.11,0.5,0.21,0.113,0.1505
"1733","F",0.465,0.35,0.135,0.6265,0.259,0.1445,0.175
"1734","F",0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135
"1735","M",0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161
"1736","M",0.5,0.4,0.13,0.7715,0.37,0.16,0.211
"1737","M",0.525,0.425,0.19,0.872,0.4625,0.1725,0.199
"1738","M",0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235
"1739","M",0.545,0.45,0.15,0.8795,0.387,0.15,0.2625
"1740","F",0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485
"1741","M",0.58,0.46,0.18,1.145,0.48,0.277,0.325
"1742","M",0.59,0.455,0.16,1.09,0.5,0.2215,0.292
"1743","M",0.59,0.48,0.16,1.262,0.5685,0.2725,0.335
"1744","M",0.595,0.49,0.185,1.185,0.482,0.2015,0.361
"1745","F",0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175
"1746","F",0.6,0.5,0.155,1.332,0.6235,0.2835,0.35
"1747","F",0.6,0.485,0.165,1.1405,0.587,0.2175,0.288
"1748","M",0.605,0.475,0.175,1.201,0.5395,0.275,0.309
"1749","F",0.625,0.49,0.155,1.33,0.6675,0.259,0.33
"1750","M",0.63,0.5,0.185,1.362,0.5785,0.3125,0.384
"1751","M",0.64,0.585,0.195,1.647,0.7225,0.331,0.471
"1752","F",0.64,0.5,0.18,1.4995,0.593,0.314,0.431
"1753","F",0.655,0.545,0.165,1.6225,0.6555,0.299,0.513
"1754","M",0.66,0.535,0.2,1.791,0.733,0.318,0.54
"1755","F",0.675,0.555,0.205,1.925,0.713,0.358,0.4535
"1756","F",0.675,0.55,0.175,1.689,0.694,0.371,0.474
"1757","F",0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395
"1758","F",0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095
"1759","F",0.7,0.525,0.19,1.6015,0.707,0.365,0.43
"1760","F",0.73,0.57,0.165,2.0165,1.0685,0.418,0.435
"1761","F",0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375
"1762","F",0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165
"1763","M",0.465,0.34,0.105,0.486,0.231,0.1035,0.1225
"1764","M",0.48,0.37,0.1,0.5135,0.243,0.1015,0.135
"1765","M",0.5,0.375,0.145,0.6215,0.274,0.166,0.1485
"1766","M",0.515,0.395,0.12,0.646,0.285,0.1365,0.172
"1767","M",0.525,0.415,0.135,0.7945,0.394,0.189,0.202
"1768","M",0.525,0.425,0.125,0.812,0.4035,0.1705,0.195
"1769","F",0.53,0.42,0.17,0.828,0.41,0.208,0.1505
"1770","M",0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835
"1771","F",0.53,0.405,0.15,0.889,0.4055,0.2275,0.215
"1772","M",0.54,0.435,0.14,0.7345,0.33,0.1595,0.213
"1773","F",0.55,0.425,0.125,0.964,0.5475,0.159,0.215
"1774","F",0.555,0.425,0.14,0.963,0.44,0.224,0.24
"1775","F",0.57,0.445,0.15,0.995,0.504,0.185,0.2505
"1776","F",0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295
"1777","M",0.575,0.45,0.155,0.948,0.429,0.206,0.259
"1778","F",0.58,0.445,0.145,0.888,0.41,0.1815,0.2425
"1779","F",0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335
"1780","M",0.59,0.465,0.14,1.046,0.4695,0.263,0.263
"1781","F",0.595,0.47,0.155,1.1775,0.542,0.269,0.31
"1782","F",0.595,0.465,0.15,1.0765,0.491,0.22,0.287
"1783","F",0.595,0.465,0.15,1.0255,0.412,0.2745,0.289
"1784","F",0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248
"1785","F",0.6,0.46,0.15,1.235,0.6025,0.274,0.29
"1786","M",0.6,0.46,0.15,1.247,0.5335,0.2735,0.29
"1787","M",0.61,0.48,0.15,1.1495,0.564,0.274,0.264
"1788","F",0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315
"1789","F",0.615,0.5,0.165,1.327,0.6,0.3015,0.355
"1790","M",0.615,0.47,0.155,1.2,0.5085,0.32,0.292
"1791","F",0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225
"1792","F",0.62,0.485,0.175,1.2155,0.545,0.253,0.345
"1793","F",0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275
"1794","M",0.625,0.48,0.17,1.3555,0.671,0.268,0.3385
"1795","F",0.625,0.49,0.165,1.127,0.477,0.2365,0.3185
"1796","F",0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595
"1797","F",0.63,0.495,0.2,1.4255,0.659,0.336,0.38
"1798","F",0.63,0.495,0.145,1.147,0.5455,0.266,0.2885
"1799","M",0.63,0.48,0.165,1.286,0.604,0.271,0.35
"1800","F",0.635,0.495,0.18,1.596,0.617,0.317,0.37
"1801","F",0.635,0.495,0.195,1.297,0.556,0.2985,0.37
"1802","M",0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165
"1803","M",0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775
"1804","F",0.65,0.5,0.185,1.4415,0.741,0.2955,0.341
"1805","M",0.67,0.52,0.19,1.6385,0.8115,0.369,0.391
"1806","F",0.69,0.545,0.205,1.933,0.7855,0.429,0.498
"1807","M",0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325
"1808","F",0.695,0.55,0.155,1.8495,0.767,0.442,0.4175
"1809","M",0.695,0.525,0.175,1.742,0.696,0.389,0.505
"1810","F",0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165
"1811","F",0.705,0.56,0.205,2.381,0.9915,0.5005,0.624
"1812","M",0.765,0.585,0.18,2.398,1.128,0.512,0.5335
"1813","M",0.77,0.6,0.215,2.1945,1.0515,0.482,0.584
"1814","M",0.49,0.38,0.11,0.554,0.2935,0.1005,0.15
"1815","M",0.5,0.38,0.12,0.5765,0.273,0.135,0.145
"1816","M",0.505,0.4,0.135,0.723,0.377,0.149,0.178
"1817","F",0.545,0.43,0.14,0.832,0.4355,0.17,0.201
"1818","M",0.545,0.42,0.145,0.778,0.3745,0.1545,0.205
"1819","M",0.545,0.42,0.12,0.7865,0.403,0.185,0.17
"1820","F",0.545,0.4,0.14,0.778,0.368,0.215,0.18
"1821","F",0.55,0.44,0.135,0.8435,0.434,0.1995,0.185
"1822","M",0.565,0.43,0.13,0.784,0.3495,0.1885,0.213
"1823","F",0.57,0.45,0.18,0.908,0.4015,0.217,0.255
"1824","M",0.57,0.45,0.135,1.02,0.546,0.204,0.25
"1825","F",0.57,0.43,0.16,0.811,0.3875,0.159,0.2285
"1826","F",0.575,0.48,0.15,0.897,0.4235,0.1905,0.248
"1827","M",0.58,0.455,0.13,0.852,0.41,0.1725,0.225
"1828","F",0.585,0.45,0.15,0.938,0.467,0.203,0.225
"1829","F",0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245
"1830","M",0.59,0.47,0.15,0.861,0.413,0.164,0.249
"1831","M",0.59,0.46,0.14,1.004,0.496,0.2165,0.26
"1832","F",0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565
"1833","F",0.595,0.465,0.15,1.1005,0.5415,0.166,0.265
"1834","M",0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345
"1835","M",0.595,0.46,0.14,0.852,0.4215,0.2255,0.227
"1836","M",0.6,0.49,0.21,1.9875,1.005,0.419,0.491
"1837","F",0.605,0.48,0.15,1.079,0.4505,0.2835,0.293
"1838","F",0.615,0.475,0.17,1.055,0.543,0.246,0.2345
"1839","M",0.615,0.45,0.15,1.198,0.707,0.2095,0.2505
"1840","F",0.615,0.47,0.155,1.084,0.5885,0.209,0.246
"1841","M",0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725
"1842","M",0.62,0.49,0.155,1.1,0.505,0.2475,0.31
"1843","M",0.62,0.48,0.15,1.1015,0.4965,0.243,0.305
"1844","M",0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345
"1845","F",0.625,0.49,0.155,1.115,0.484,0.277,0.3095
"1846","M",0.625,0.48,0.145,1.085,0.4645,0.2445,0.327
"1847","M",0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37
"1848","M",0.63,0.51,0.175,1.3415,0.6575,0.262,0.375
"1849","M",0.63,0.465,0.15,1.027,0.537,0.188,0.176
"1850","M",0.645,0.515,0.16,1.1845,0.506,0.311,0.335
"1851","M",0.645,0.48,0.15,1.192,0.6055,0.2595,0.285
"1852","F",0.645,0.52,0.18,1.285,0.5775,0.352,0.317
"1853","M",0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275
"1854","M",0.65,0.52,0.175,1.2655,0.615,0.2775,0.336
"1855","F",0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344
"1856","M",0.65,0.51,0.155,1.407,0.7215,0.298,0.335
"1857","F",0.65,0.49,0.155,1.122,0.545,0.228,0.3055
"1858","M",0.66,0.515,0.165,1.4465,0.694,0.298,0.3755
"1859","F",0.665,0.505,0.165,1.349,0.5985,0.3175,0.36
"1860","M",0.67,0.5,0.2,1.269,0.576,0.2985,0.351
"1861","M",0.67,0.51,0.18,1.68,0.926,0.2975,0.3935
"1862","F",0.675,0.55,0.19,1.551,0.7105,0.3685,0.412
"1863","M",0.68,0.52,0.165,1.4775,0.724,0.279,0.406
"1864","M",0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025
"1865","M",0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47
"1866","M",0.7,0.55,0.2,1.523,0.693,0.306,0.4405
"1867","F",0.725,0.53,0.19,1.7315,0.83,0.398,0.405
"1868","M",0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085
"1869","M",0.735,0.57,0.175,1.88,0.9095,0.387,0.488
"1870","F",0.74,0.575,0.22,2.012,0.8915,0.5265,0.471
"1871","M",0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285
"1872","M",0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155
"1873","M",0.48,0.375,0.12,0.5895,0.2535,0.128,0.172
"1874","F",0.515,0.395,0.135,0.516,0.2015,0.132,0.162
"1875","M",0.515,0.41,0.14,0.7355,0.3065,0.137,0.2
"1876","F",0.525,0.415,0.15,0.7055,0.329,0.147,0.199
"1877","M",0.535,0.43,0.155,0.7845,0.3285,0.169,0.245
"1878","F",0.545,0.44,0.15,0.9475,0.366,0.239,0.275
"1879","F",0.555,0.445,0.175,1.1465,0.551,0.244,0.2785
"1880","F",0.57,0.445,0.155,1.017,0.5265,0.2025,0.265
"1881","F",0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23
"1882","M",0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265
"1883","F",0.58,0.465,0.145,0.9865,0.47,0.2155,0.25
"1884","F",0.58,0.425,0.15,0.844,0.3645,0.185,0.2705
"1885","M",0.585,0.465,0.165,0.885,0.4025,0.1625,0.274
"1886","F",0.585,0.455,0.13,0.8755,0.411,0.2065,0.225
"1887","M",0.59,0.47,0.145,0.9235,0.4545,0.173,0.254
"1888","M",0.59,0.475,0.14,0.977,0.4625,0.2025,0.275
"1889","M",0.595,0.475,0.14,1.0305,0.4925,0.217,0.278
"1890","M",0.6,0.48,0.09,1.05,0.457,0.2685,0.28
"1891","M",0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367
"1892","M",0.6,0.45,0.145,0.877,0.4325,0.155,0.24
"1893","M",0.6,0.51,0.185,1.285,0.6095,0.2745,0.315
"1894","M",0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29
"1895","F",0.61,0.45,0.13,0.8725,0.389,0.1715,0.272
"1896","F",0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745
"1897","F",0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307
"1898","F",0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324
"1899","M",0.625,0.5,0.14,1.096,0.5445,0.2165,0.295
"1900","M",0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465
"1901","M",0.63,0.505,0.175,1.221,0.555,0.252,0.34
"1902","F",0.63,0.475,0.155,1.0005,0.452,0.252,0.265
"1903","M",0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115
"1904","M",0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465
"1905","M",0.64,0.505,0.155,1.1955,0.5565,0.211,0.346
"1906","M",0.64,0.485,0.15,1.098,0.5195,0.222,0.3175
"1907","M",0.64,0.495,0.17,1.139,0.5395,0.282,0.285
"1908","F",0.64,0.495,0.17,1.2265,0.49,0.377,0.2875
"1909","M",0.64,0.515,0.08,1.042,0.515,0.1755,0.175
"1910","M",0.65,0.52,0.155,1.368,0.6185,0.288,0.365
"1911","M",0.65,0.51,0.175,1.446,0.6485,0.2705,0.45
"1912","F",0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745
"1913","F",0.66,0.525,0.2,1.463,0.6525,0.2995,0.422
"1914","F",0.675,0.525,0.17,1.711,0.8365,0.352,0.475
"1915","M",0.7,0.54,0.205,1.74,0.7885,0.373,0.4865
"1916","F",0.705,0.54,0.205,1.757,0.8265,0.417,0.461
"1917","M",0.71,0.565,0.2,1.601,0.706,0.321,0.45
"1918","M",0.72,0.55,0.205,2.165,1.1055,0.525,0.404
"1919","M",0.725,0.57,0.19,2.3305,1.253,0.541,0.52
"1920","M",0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535
"1921","M",0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985
"1922","F",0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815
"1923","M",0.535,0.405,0.14,0.818,0.402,0.1715,0.189
"1924","F",0.54,0.42,0.14,0.8035,0.38,0.1805,0.21
"1925","F",0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035
"1926","F",0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965
"1927","M",0.57,0.42,0.14,0.8745,0.416,0.165,0.25
"1928","M",0.58,0.445,0.16,0.984,0.49,0.201,0.27
"1929","F",0.58,0.445,0.135,0.95,0.484,0.182,0.2325
"1930","M",0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595
"1931","F",0.59,0.455,0.15,0.976,0.465,0.2055,0.2765
"1932","M",0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31
"1933","M",0.595,0.435,0.16,1.057,0.4255,0.224,0.31
"1934","M",0.6,0.475,0.175,1.11,0.5105,0.256,0.285
"1935","M",0.6,0.45,0.16,1.142,0.539,0.225,0.307
"1936","M",0.605,0.475,0.19,1.1255,0.59,0.247,0.26
"1937","F",0.62,0.48,0.17,1.1045,0.535,0.25,0.287
"1938","M",0.625,0.475,0.175,1.3405,0.656,0.283,0.337
"1939","M",0.625,0.5,0.13,1.082,0.5785,0.2045,0.25
"1940","F",0.625,0.485,0.16,1.254,0.591,0.259,0.3485
"1941","M",0.63,0.49,0.165,1.2005,0.575,0.273,0.294
"1942","M",0.63,0.485,0.16,1.243,0.623,0.275,0.3
"1943","F",0.635,0.51,0.185,1.286,0.526,0.295,0.4105
"1944","F",0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299
"1945","F",0.645,0.49,0.16,1.144,0.5015,0.289,0.319
"1946","F",0.65,0.525,0.19,1.385,0.8875,0.3095,0.405
"1947","F",0.655,0.515,0.155,1.309,0.524,0.346,0.385
"1948","F",0.655,0.515,0.17,1.527,0.8485,0.2635,0.331
"1949","M",0.665,0.515,0.19,1.6385,0.831,0.3575,0.371
"1950","M",0.695,0.54,0.195,1.691,0.768,0.363,0.4755
"1951","F",0.72,0.565,0.18,1.719,0.8465,0.407,0.3875
"1952","F",0.72,0.55,0.18,1.52,0.637,0.325,0.435
"1953","F",0.72,0.565,0.17,1.613,0.723,0.3255,0.4945
"1954","M",0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315
"1955","M",0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505
"1956","F",0.465,0.35,0.11,0.4085,0.165,0.102,0.131
"1957","M",0.505,0.365,0.115,0.521,0.25,0.096,0.15
"1958","M",0.52,0.465,0.15,0.9505,0.456,0.199,0.255
"1959","M",0.53,0.405,0.15,0.8315,0.352,0.187,0.2525
"1960","F",0.535,0.445,0.125,0.8725,0.417,0.199,0.24
"1961","F",0.55,0.435,0.14,0.745,0.347,0.174,0.2265
"1962","F",0.575,0.425,0.15,0.8765,0.455,0.18,0.228
"1963","M",0.575,0.45,0.165,0.9655,0.498,0.19,0.23
"1964","M",0.58,0.465,0.15,0.9065,0.371,0.1965,0.29
"1965","M",0.58,0.46,0.15,1.049,0.5205,0.1935,0.305
"1966","F",0.58,0.45,0.17,0.9705,0.4615,0.232,0.248
"1967","F",0.58,0.45,0.15,0.92,0.393,0.212,0.2895
"1968","M",0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287
"1969","F",0.58,0.44,0.125,0.7855,0.363,0.1955,0.195
"1970","M",0.59,0.5,0.15,1.142,0.485,0.265,0.345
"1971","M",0.595,0.47,0.155,1.2015,0.492,0.3865,0.265
"1972","M",0.595,0.46,0.17,1.1295,0.57,0.2555,0.265
"1973","F",0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135
"1974","M",0.6,0.45,0.195,1.34,0.617,0.3255,0.3605
"1975","F",0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775
"1976","M",0.6,0.465,0.165,1.0475,0.465,0.2345,0.315
"1977","F",0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335
"1978","M",0.605,0.49,0.18,1.167,0.457,0.29,0.3745
"1979","F",0.61,0.47,0.195,1.2735,0.469,0.3315,0.398
"1980","M",0.61,0.48,0.14,1.0625,0.516,0.225,0.2915
